States,Region,SalesKey,Civilité,Feedback,DateKey
ST MAURICE,94410,2739,2,7,2021-06-21
GONESSE,95500,2740,3,7,2021-11-23
PIERREFITTE SUR SEINE,93380,2741,1,4,2022-02-07
PIERREFITTE SUR SEINE,93380,2742,3,5,2022-08-02
ARGENTEUIL,95100,2743,3,4,2023-05-20
NEUILLY SUR MARNE,93330,2744,3,2,2023-09-23
POISSY,78300,2745,3,9,2023-12-12
CHAMBLY,60230,2746,3,2,2024-03-29
AUBERVILLIERS,93300,2747,5,9,2024-07-01
PIERREFITTE SUR SEINE,93380,2748,3,6,2018-07-09
PANTIN,93500,2749,3,4,2018-10-10
STAINS,93240,2750,5,10,2019-03-07
MITRY MORY,77290,2751,3,3,2019-07-01
GONESSE,95500,2752,3,6,2019-10-02
ST DENIS,93200,2753,1,6,2019-11-22
BONNEUIL EN FRANCE,95500,2754,1,8,2020-01-09
PIERREFITTE SUR SEINE,93380,2755,1,4,2020-06-18
PIERREFITTE SUR SEINE,93380,2756,3,9,2020-09-29
SARCELLES,95200,2757,1,2,2021-06-21
CLAMART,92140,2758,1,3,2022-02-08
VALENTON,94460,2759,3,9,2022-05-12
PIERREFITTE SUR SEINE,93380,2760,3,2,2022-08-02
TREMBLAY EN FRANCE,93290,2761,3,1,2022-11-21
SARTROUVILLE,78500,2762,3,4,2023-03-06
EPINAY SUR SEINE,93800,2763,3,5,2023-07-25
FRESNES,94260,2764,3,0,2023-09-23
AUBERVILLIERS,93300,2765,2,3,2023-12-12
PARIS 16EME ARRONDISSEMENT,75016,2766,3,8,2024-03-30
GROSLAY,95410,2767,3,9,2018-05-03
BEZONS,95870,2768,5,1,2018-10-10
SAVIGNY SUR ORGE,91600,2769,5,10,2018-12-19
MONTIGNY LES CORMEILLES,95370,2770,3,6,2019-03-07
BOIS D ARCY,78390,2771,3,9,2019-08-12
GONESSE,95500,2772,3,9,2019-10-02
MONTMAGNY,95360,2773,1,7,2019-11-22
EPINAY SUR SEINE,93800,2774,1,1,2020-03-03
BOBIGNY,93000,2775,3,1,2020-09-29
ST DENIS,93200,2776,3,8,2021-01-12
SARCELLES,95200,2777,2,2,2021-03-31
VILLIERS LE BEL,95400,2778,1,0,2021-11-23
VILLIERS LE BEL,95400,2779,3,1,2022-08-03
MOISSELLES,95570,2780,3,7,2023-05-20
DUGNY,93440,2781,1,0,2023-12-12
DEUIL LA BARRE,95170,2782,2,5,2024-03-30
PARIS 18EME ARRONDISSEMENT,75018,2783,5,6,2024-07-02
PARIS 15EME ARRONDISSEMENT,75015,2784,3,5,2018-05-03
PIERREFITTE SUR SEINE,93380,2785,3,0,2018-07-10
CHAMBLY,60230,2786,3,6,2018-12-20
PIERREFITTE SUR SEINE,93380,2787,3,0,2019-03-08
SARCELLES,95200,2788,3,0,2019-07-01
SEVRAN,93270,2789,3,3,2019-10-02
ST BRICE SOUS FORET,95350,2790,3,6,2019-11-22
ST DENIS,93200,2791,1,10,2020-09-30
LE BLANC MESNIL,93150,2792,1,9,2021-01-13
RUEIL MALMAISON,92500,2793,3,1,2021-03-31
LA COURNEUVE,93120,2794,3,8,2021-08-20
BEZU ST ELOI,27660,2795,1,4,2021-11-23
PIERREFITTE SUR SEINE,93380,2796,1,7,2022-05-13
SOISY SOUS MONTMORENCY,95230,2797,3,1,2022-08-03
ARGENTEUIL,95100,2798,5,9,2022-11-22
GENNEVILLIERS,92230,2799,3,4,2023-03-06
STAINS,93240,2800,3,3,2023-05-20
EAUBONNE,95600,2801,3,9,2023-09-23
CROSNE,91560,2802,1,10,2024-03-30
ST DENIS,93200,2803,3,8,2024-07-03
VILLENEUVE LA GARENNE,92390,2804,1,4,2018-07-10
GARGES LES GONESSE,95140,2805,3,10,2018-12-20
PIERREFITTE SUR SEINE,93380,2806,3,9,2019-03-08
GOUSSAINVILLE,95190,2807,3,4,2019-07-01
AULNAY SOUS BOIS,93600,2808,3,6,2019-08-12
GARGES LES GONESSE,95140,2809,3,5,2019-10-02
ST BRICE SOUS FORET,95350,2810,1,5,2019-11-22
ROSNY SOUS BOIS,93110,2811,3,8,2020-01-10
AULNAY SOUS BOIS,93600,2812,3,1,2020-05-16
FRESNES,94260,2813,3,5,2020-09-30
PIERREFITTE SUR SEINE,93380,2814,3,4,2021-01-13
BONDY,93140,2815,3,0,2021-03-31
MONTIGNY LES CORMEILLES,95370,2816,3,8,2021-06-22
GARGES LES GONESSE,95140,2817,3,7,2021-08-20
MANTES LA VILLE ,78711,2818,3,5,2021-11-23
EPINAY SUR SEINE,93800,2819,1,0,2022-02-09
CLICHY SOUS BOIS,93390,2820,1,2,2022-05-13
GENNEVILLIERS,92230,2821,3,3,2022-08-04
PIERREFITTE SUR SEINE,93380,2822,1,6,2022-11-22
MONTMAGNY,95360,2823,3,10,2023-03-06
SARTROUVILLE,78500,2824,3,6,2023-05-22
NOISY LE SEC,93130,2825,2,6,2023-09-23
STAINS,93240,2826,3,1,2023-12-12
VILLETANEUSE,93430,2827,1,8,2024-04-01
DRANCY,93700,2828,5,3,2024-07-03
STAINS,93240,2829,3,8,2018-07-12
ST BRICE SOUS FORET,95350,2830,3,2,2018-10-11
GARGES LES GONESSE,95140,2831,3,9,2018-12-20
DRANCY,93700,2832,3,1,2019-03-08
NANTERRE,92000,2833,1,3,2019-05-09
